"파일","줄","원문","대사"
"src/data/npcTalk.js","216","아랫마을 아이구나. 가까이 와 봐, 눈이 어두워서. …흠, 나쁜 얼굴은 아니네.","아랫마을 아이구나. 가까이 와 봐, 눈이 어두워서. …흠, 나쁜 얼굴은 아니네."
"src/data/npcTalk.js","217","또 왔니. 리운이 너를 들여보냈다는 건 물이 너를 나쁘게 안 봤다는 뜻이야.","또 왔니. 리운이 너를 들여보냈다는 건 물이 너를 나쁘게 안 봤다는 뜻이야."
"src/data/npcTalk.js","218","어서 오렴. 유안 그 애가 너한테 으르렁대도 마음에 두지 마라. 그 애는 나한테도 으르렁댄다.","어서 오렴. 유안 그 애가 너한테 으르렁대도 마음에 두지 마라. 그 애는 나한테도 으르렁댄다."
"src/data/npcTalk.js","219","왔구나. 앉아라. 스무 해 만에 아랫마을 용이랑 얘기를 하는데 서서 할 수는 없지.","왔구나. 앉아라. 스무 해 만에 아랫마을 용이랑 얘기를 하는데 서서 할 수는 없지."
"src/data/npcTalk.js","222","구름마루는 물을 타는 용들이야. 날개보다 꼬리를 믿지. 폭포를 거슬러 오르는 건 어릴 때 다 배운단다.","구름마루는 물을 타는 용들이야. 날개보다 꼬리를 믿지. 폭포를 거슬러 오르는 건 어릴 때 다 배운단다."
"src/data/npcTalk.js","223","스무 해 전에 나는 폭포 위에서 다 봤어. 아래에서 용들이 서로 물어뜯는 걸. 누가 어느 마을인지도 안 보이더라. 다 똑같이 생겼거든.","스무 해 전에 나는 폭포 위에서 다 봤어. 아래에서 용들이 서로 물어뜯는 걸. 누가 어느 마을인지도 안 보이더라. 다 똑같이 생겼거든."
"src/data/npcTalk.js","224","유안이 누이가 그날 죽었어. 그런데 그 애를 살려 보낸 것도 아랫마을 용이었다는 얘기는 아무도 안 하지. 나는 알아. 나만 알아.","유안이 누이가 그날 죽었어. 그런데 그 애를 살려 보낸 것도 아랫마을 용이었다는 얘기는 아무도 안 하지. 나는 알아. 나만 알아."
"src/data/npcTalk.js","225","네가 두 마을 사이를 오가는 걸 보니, 물이 다시 흐르는 것 같구나. 스무 해 동안 얼어 있던 게 녹는 소리가 나.","네가 두 마을 사이를 오가는 걸 보니, 물이 다시 흐르는 것 같구나. 스무 해 동안 얼어 있던 게 녹는 소리가 나."
"src/data/npcTalk.js","227","물러서라!","물러서라!"
"src/data/npcTalk.js","227","리운, 아이들부터!","리운, 아이들부터!"
"src/data/npcTalk.js","228","…물이 흐려지는구나.","…물이 흐려지는구나."
"src/data/npcTalk.js","233","네가 하루가 말하던 아랫마을 용이지? 나 비류. 폭포에서 제일 빠른 용이야. 하루는 두 번째고.","네가 하루가 말하던 아랫마을 용이지? 나 비류. 폭포에서 제일 빠른 용이야. 하루는 두 번째고."
"src/data/npcTalk.js","234","왔네. 하루 찾아? 아까 폭포 쪽으로 갔어. …유안 아저씨한텐 말하지 마.","왔네. 하루 찾아? 아까 폭포 쪽으로 갔어. …유안 아저씨한텐 말하지 마."
"src/data/npcTalk.js","235","어, 왔다. 나랑 물길 한번 달려 볼래? 날개 접고. 못 하지? 그럼 구경만 해.","어, 왔다. 나랑 물길 한번 달려 볼래? 날개 접고. 못 하지? 그럼 구경만 해."
"src/data/npcTalk.js","236","왔구나. 하루가 요즘 딴 데 정신이 팔려 있어서 나 혼자 달려. 네 탓인 것 같은데?","왔구나. 하루가 요즘 딴 데 정신이 팔려 있어서 나 혼자 달려. 네 탓인 것 같은데?"
"src/data/npcTalk.js","239","물길을 탈 때는 눈을 감아야 해. 물이 알아서 데려가거든. 눈을 뜨면 바위에 부딪혀.","물길을 탈 때는 눈을 감아야 해. 물이 알아서 데려가거든. 눈을 뜨면 바위에 부딪혀."
"src/data/npcTalk.js","240","하루랑은 알에서 나온 날부터 같이 컸어. 걔가 바깥 얘기를 하도 해서 나도 언젠가 아래로 내려가 보고 싶어졌어.","하루랑은 알에서 나온 날부터 같이 컸어. 걔가 바깥 얘기를 하도 해서 나도 언젠가 아래로 내려가 보고 싶어졌어."
"src/data/npcTalk.js","241","유안 아저씨는 나한테도 무서운데, 딱 한 번 폭포에서 미끄러진 나를 건져 준 적이 있어. 그때 아저씨 얼굴이 더 무서웠어. 걱정하는 얼굴이.","유안 아저씨는 나한테도 무서운데, 딱 한 번 폭포에서 미끄러진 나를 건져 준 적이 있어. 그때 아저씨 얼굴이 더 무서웠어. 걱정하는 얼굴이."
"src/data/npcTalk.js","242","하루가 아랫마을 용이랑 만나는 거 나는 알아. 걔가 좋으면 됐지 뭐. 다만 걔 울리면 내가 폭포 아래까지 내려간다.","하루가 아랫마을 용이랑 만나는 거 나는 알아. 걔가 좋으면 됐지 뭐. 다만 걔 울리면 내가 폭포 아래까지 내려간다."
"src/data/npcTalk.js","244","물길로 밀어 버린다!","물길로 밀어 버린다!"
"src/data/npcTalk.js","244","하루, 뒤에 있어!","하루, 뒤에 있어!"
"src/data/npcTalk.js","245","물이… 미끄러워…","물이… 미끄러워…"
"src/data/npcTalk.js","249","어, 너구나! 하늘에서 떨어진 애. 나 엠버. 대장간에서 제일 잘생긴 조수야. 조수가 나 하나긴 한데.","어, 너구나! 하늘에서 떨어진 애. 나 엠버. 대장간에서 제일 잘생긴 조수야. 조수가 나 하나긴 한데."
"src/data/npcTalk.js","250","왔어? 잠깐만, 이것만 두드리고. …아 또 휘었네. 못 본 걸로 해 줘.","왔어? 잠깐만, 이것만 두드리고. …아 또 휘었네. 못 본 걸로 해 줘."
"src/data/npcTalk.js","251","오, 마침 잘 왔다. 아저씨 지금 기분 안 좋거든? 나 대신 말 좀 걸어 줘.","오, 마침 잘 왔다. 아저씨 지금 기분 안 좋거든? 나 대신 말 좀 걸어 줘."
"src/data/npcTalk.js","252","야, 네가 오면 아저씨 망치질이 부드러워져. 진짜야. 자주 좀 와라.","야, 네가 오면 아저씨 망치질이 부드러워져. 진짜야. 자주 좀 와라."
"src/data/npcTalk.js","255","나 원래 여기 용 아니야. 떠돌다가 고기 굽는 냄새에 끌려서 들어왔는데, 알고 보니 아저씨가 쇠 달구는 냄새였어. 속았지 뭐.","나 원래 여기 용 아니야. 떠돌다가 고기 굽는 냄새에 끌려서 들어왔는데, 알고 보니 아저씨가 쇠 달구는 냄새였어. 속았지 뭐."
"src/data/npcTalk.js","255","숲에서 쇳조각이나 단단한 껍데기 주우면 가져와. 아저씨가 비늘에 덧대 줘. 나? 나는 옆에서 풀무질.","숲에서 쇳조각이나 단단한 껍데기 주우면 가져와. 아저씨가 비늘에 덧대 줘. 나? 나는 옆에서 풀무질."
"src/data/npcTalk.js","255","아저씨가 '가라' 그러는 건 가라는 뜻이 아니야. 나 그거 알아듣는 데 한 달 걸렸다.","아저씨가 '가라' 그러는 건 가라는 뜻이 아니야. 나 그거 알아듣는 데 한 달 걸렸다."
"src/data/npcTalk.js","256","아저씨 무릎 얘기는 꺼내지 마. 나 한 번 물어봤다가 사흘 동안 풀무만 밟았어.","아저씨 무릎 얘기는 꺼내지 마. 나 한 번 물어봤다가 사흘 동안 풀무만 밟았어."
"src/data/npcTalk.js","256","포코 걔는 나팔만 불면 우리 대장간으로 튀어 와. 아저씨가 모루 밑에 걔 자리까지 만들어 놨다니까. 본인은 아니라고 하지만.","포코 걔는 나팔만 불면 우리 대장간으로 튀어 와. 아저씨가 모루 밑에 걔 자리까지 만들어 놨다니까. 본인은 아니라고 하지만."
"src/data/npcTalk.js","257","나 떠돌 때는 말이야, 어디서 자도 한쪽 눈은 뜨고 잤거든. 여기 와서 처음으로 두 눈 다 감고 자 봤어. 대장간 구석이 그렇게 따뜻해.","나 떠돌 때는 말이야, 어디서 자도 한쪽 눈은 뜨고 잤거든. 여기 와서 처음으로 두 눈 다 감고 자 봤어. 대장간 구석이 그렇게 따뜻해."
"src/data/npcTalk.js","257","아저씨가 요새 밤에 혼자 뭘 만들어. 물어보면 '네 알 바 아니다' 그러는데, 치수 재는 거 보니까 딱 네 몸집이던데?","아저씨가 요새 밤에 혼자 뭘 만들어. 물어보면 '네 알 바 아니다' 그러는데, 치수 재는 거 보니까 딱 네 몸집이던데?"
"src/data/npcTalk.js","258","나 언젠가 아저씨보다 잘 만들 거야. 비밀도 아니야, 맨날 대놓고 말하거든. 그럼 아저씨가 '백 년은 이르다' 그래.","나 언젠가 아저씨보다 잘 만들 거야. 비밀도 아니야, 맨날 대놓고 말하거든. 그럼 아저씨가 '백 년은 이르다' 그래."
"src/data/npcTalk.js","258","네가 크는 거 보면 좀 신기해. 어디 눌러앉아서 뭐가 자라는 걸 지켜보는 게 나는 처음이라.","네가 크는 거 보면 좀 신기해. 어디 눌러앉아서 뭐가 자라는 걸 지켜보는 게 나는 처음이라."
"src/data/npcTalk.js","260","대장간은 못 지나간다!","대장간은 못 지나간다!"
"src/data/npcTalk.js","260","아저씨 뒤는 내가 본다!","아저씨 뒤는 내가 본다!"
"src/data/npcTalk.js","260","뜨거운 맛 좀 봐라!","뜨거운 맛 좀 봐라!"
"src/data/npcTalk.js","261","아야야… 잠깐, 잠깐만 타임.","아야야… 잠깐, 잠깐만 타임."
"src/data/npcTalk.js","265","안녕. 네가 그 아이구나. 어디 아픈 데는 없고? 떨어진 데 말이야.","안녕. 네가 그 아이구나. 어디 아픈 데는 없고? 떨어진 데 말이야."
"src/data/npcTalk.js","266","어서 와. 손 좀 줘 봐, 발톱 갈라졌네. 이거 발라.","어서 와. 손 좀 줘 봐, 발톱 갈라졌네. 이거 발라."
"src/data/npcTalk.js","267","아, 너였구나. 깜짝이야. …아니야, 딴생각 좀 하고 있었어.","아, 너였구나. 깜짝이야. …아니야, 딴생각 좀 하고 있었어."
"src/data/npcTalk.js","268","왔어? 마침 차 끓였는데. 쓴 거 아니야, 이번엔 진짜.","왔어? 마침 차 끓였는데. 쓴 거 아니야, 이번엔 진짜."
"src/data/npcTalk.js","271","나는 미라. 약초 캐고, 다친 애들 돌보고, 그래. 이 마을은 다치는 애가 많아서 심심할 틈이 없어.","나는 미라. 약초 캐고, 다친 애들 돌보고, 그래. 이 마을은 다치는 애가 많아서 심심할 틈이 없어."
"src/data/npcTalk.js","271","덤불 열매는 붉은 것만 먹어. 파란 건 배탈 나. 포코가 몸소 증명했어.","덤불 열매는 붉은 것만 먹어. 파란 건 배탈 나. 포코가 몸소 증명했어."
"src/data/npcTalk.js","271","습격 끝나면 다친 데 없나 꼭 보여 줘. 티아맷은 맨날 괜찮다면서 피 흘리고 다녀.","습격 끝나면 다친 데 없나 꼭 보여 줘. 티아맷은 맨날 괜찮다면서 피 흘리고 다녀."
"src/data/npcTalk.js","272","좋은 약초는 물가에서 자라. 그래서 호수랑 폭포 쪽에 자주 가. …폭포는 좀 멀긴 한데, 거기 게 제일 좋아서.","좋은 약초는 물가에서 자라. 그래서 호수랑 폭포 쪽에 자주 가. …폭포는 좀 멀긴 한데, 거기 게 제일 좋아서."
"src/data/npcTalk.js","272","엘더 촌장님 무릎약은 내가 지어 드려. 쓰다고 몰래 버리시는 거 다 알아.","엘더 촌장님 무릎약은 내가 지어 드려. 쓰다고 몰래 버리시는 거 다 알아."
"src/data/npcTalk.js","273","폭포 위 용들 본 적 있어? 몸이 길고, 물 위를 미끄러지듯 다녀. …그냥, 멀리서 봤어. 멀리서.","폭포 위 용들 본 적 있어? 몸이 길고, 물 위를 미끄러지듯 다녀. …그냥, 멀리서 봤어. 멀리서."
"src/data/npcTalk.js","273","스무 해 전 싸움 때 나는 어렸어. 다친 용들이 줄줄이 실려 오는데 아무것도 못 했지. 그래서 약초를 배웠어.","스무 해 전 싸움 때 나는 어렸어. 다친 용들이 줄줄이 실려 오는데 아무것도 못 했지. 그래서 약초를 배웠어."
"src/data/npcTalk.js","274","너한테만 하는 말인데… 아니다. 나중에. 나중에 말할게.","너한테만 하는 말인데… 아니다. 나중에. 나중에 말할게."
"src/data/npcTalk.js","274","마을끼리 미워하는 거, 난 잘 모르겠어. 다쳐서 누워 있으면 어느 마을 용이든 똑같이 아파하던데.","마을끼리 미워하는 거, 난 잘 모르겠어. 다쳐서 누워 있으면 어느 마을 용이든 똑같이 아파하던데."
"src/data/npcTalk.js","276","다친 애들은 내 뒤로!","다친 애들은 내 뒤로!"
"src/data/npcTalk.js","276","나도 싸울 줄은 알아!","나도 싸울 줄은 알아!"
"src/data/npcTalk.js","277","괜찮아… 내 약은 내가 챙길게.","괜찮아… 내 약은 내가 챙길게."
"src/data/npcTalk.js","281","왔나. 여기서는 아무도 너를 해치지 않는다. 너도 아무도 해치지 마라.","왔나. 여기서는 아무도 너를 해치지 않는다. 너도 아무도 해치지 마라."
"src/data/npcTalk.js","282","또 왔군. 아랫마을보다 여기가 조용하지.","또 왔군. 아랫마을보다 여기가 조용하지."
"src/data/npcTalk.js","283","앉아라. 여기는 밤에도 불을 안 끈다. 끌 이유가 없으니까.","앉아라. 여기는 밤에도 불을 안 끈다. 끌 이유가 없으니까."
"src/data/npcTalk.js","284","여기 올 때마다 네 얼굴이 조금씩 풀리는 건 너도 알고 있나.","여기 올 때마다 네 얼굴이 조금씩 풀리는 건 너도 알고 있나."
"src/data/npcTalk.js","287","잿마루에는 나팔이 없다. 예순 해 동안 불 일이 없었으니까.","잿마루에는 나팔이 없다. 예순 해 동안 불 일이 없었으니까."
"src/data/npcTalk.js","287","굴이 다 같은 크기라서 이상한가? 여기서는 그분 말고는 아무도 남보다 큰 굴을 갖지 않는다.","굴이 다 같은 크기라서 이상한가? 여기서는 그분 말고는 아무도 남보다 큰 굴을 갖지 않는다."
"src/data/npcTalk.js","288","나도 웨스턴에서 났다. 엘더가 아직 촌장인가. 그 영감은 늘 '아직 이르다'고 했지. 그러다 늦는 거다.","나도 웨스턴에서 났다. 엘더가 아직 촌장인가. 그 영감은 늘 '아직 이르다'고 했지. 그러다 늦는 거다."
"src/data/npcTalk.js","289","그분을 괴물이라 부르는 건 쉽다. 근데 그분이 도시를 태우지 않았으면 웨스턴은 예순 해 전에 없어졌다. 그 얘기는 아무도 안 하지.","그분을 괴물이라 부르는 건 쉽다. 근데 그분이 도시를 태우지 않았으면 웨스턴은 예순 해 전에 없어졌다. 그 얘기는 아무도 안 하지."
"src/data/npcTalk.js","290","가끔은 나도 돌아가고 싶다. 호숫가 바위에서 낚시하던 게 생각나. …이건 그분한테는 말하지 마라.","가끔은 나도 돌아가고 싶다. 호숫가 바위에서 낚시하던 게 생각나. …이건 그분한테는 말하지 마라."
"src/data/npcTalk.js","292","물러서라.","물러서라."
"src/data/npcTalk.js","292","여기는 못 지나간다.","여기는 못 지나간다."
"src/data/npcTalk.js","293","…아직, 아직이다.","…아직, 아직이다."
"src/data/npcTalk.js","298","너구나. …마을 용들이 나를 보면 길을 돌아서 가는데, 너만은 똑바로 걸어오는군.","너구나. …마을 용들이 나를 보면 길을 돌아서 가는데, 너만은 똑바로 걸어오는군."
"src/data/npcTalk.js","299","왔나. 앉고 싶으면 앉아라. 나는 누가 옆에 앉는 게 아직 좀 어색하다만.","왔나. 앉고 싶으면 앉아라. 나는 누가 옆에 앉는 게 아직 좀 어색하다만."
"src/data/npcTalk.js","300","기다리고 있었다고 하면 이상하게 들리겠지. 그래도 사실이 그렇다.","기다리고 있었다고 하면 이상하게 들리겠지. 그래도 사실이 그렇다."
